A,B,C,leg1,leg2,leg3,baseMin1,quoteMin1,baseInc1,quoteInc1,priceInc1,baseMin2,quoteMin2,baseInc2,quoteInc2,priceInc2,baseMin3,quoteMin3,baseInc3,quoteInc3,priceInc3
USDT,BTC,ASTR,BUY BTC/USDT,BUY ASTR/BTC,SELL ASTR/USDT,0.00001,0.1,0.00000001,0.000001,0.1,10,0.000001,0.001,0.0000000001,0.0000000001,1,0.1,0.0001,0.00001,0.00001
USDT,ASTR,BTC,BUY ASTR/USDT,BUY BTC/ASTR,SELL BTC/USDT,10,0.000001,0.001,0.0000000001,0.0000000001,0.00001,0.1,0.00000001,0.000001,0.1,0.00001,0.1,0.00000001,0.000001,0.1
USDT,BTC,VET,BUY BTC/USDT,BUY VET/BTC,SELL VET/USDT,0.00001,0.1,0.00000001,0.000001,0.1,10,0.00001,0.001,0.0000000001,0.0000000001,10,0.1,0.1,0.00001,0.00001
USDT,VET,BTC,BUY VET/USDT,BUY BTC/VET,SELL BTC/USDT,10,0.00001,0.001,0.0000000001,0.0000000001,0.00001,0.1,0.00000001,0.000001,0.1,0.00001,0.1,0.00000001,0.000001,0.1
USDT,BTC,XTZ,BUY BTC/USDT,BUY XTZ/BTC,SELL XTZ/USDT,0.00001,0.1,0.00000001,0.000001,0.1,0.1,0.000001,0.0001,0.00000001,0.00000001,0.1,0.1,0.01,0.0001,0.0001
USDT,XTZ,BTC,BUY XTZ/USDT,BUY BTC/XTZ,SELL BTC/USDT,0.1,0.000001,0.0001,0.00000001,0.00000001,0.00001,0.1,0.00000001,0.000001,0.1,0.00001,0.1,0.00000001,0.000001,0.1
USDT,BTC,NKN,BUY BTC/USDT,BUY NKN/BTC,SELL NKN/USDT,0.00001,0.1,0.00000001,0.000001,0.1,10,0.000001,0.1,0.0000000001,0.0000000001,10,0.1,0.1,0.00001,0.00001
USDT,NKN,BTC,BUY NKN/USDT,BUY BTC/NKN,SELL BTC/USDT,10,0.000001,0.1,0.0000000001,0.0000000001,0.00001,0.1,0.00000001,0.000001,0.1,0.00001,0.1,0.00000001,0.000001,0.1
USDT,BTC,CKB,BUY BTC/USDT,BUY CKB/BTC,SELL CKB/USDT,0.00001,0.1,0.00000001,0.000001,0.1,10,0.000001,0.0001,0.00000000001,0.00000000001,10,0.1,0.0001,0.000001,0.000001
USDT,CKB,BTC,BUY CKB/USDT,BUY BTC/CKB,SELL BTC/USDT,10,0.000001,0.0001,0.00000000001,0.00000000001,0.00001,0.1,0.00000001,0.000001,0.1,0.00001,0.1,0.00000001,0.000001,0.1
USDT,BTC,ZEC,BUY BTC/USDT,BUY ZEC/BTC,SELL ZEC/USDT,0.00001,0.1,0.00000001,0.000001,0.1,0.001,0.000001,0.0001,0.0000001,0.0000001,0.001,0.1,0.0001,0.001,0.001
USDT,ZEC,BTC,BUY ZEC/USDT,BUY BTC/ZEC,SELL BTC/USDT,0.001,0.000001,0.0001,0.0000001,0.0000001,0.00001,0.1,0.00000001,0.000001,0.1,0.00001,0.1,0.00000001,0.000001,0.1
USDT,BTC,ADA,BUY BTC/USDT,BUY ADA/BTC,SELL ADA/USDT,0.00001,0.1,0.00000001,0.000001,0.1,1,0.000001,0.0001,0.00000001,0.00000001,1,0.1,0.01,0.0001,0.0001
USDT,ADA,BTC,BUY ADA/USDT,BUY BTC/ADA,SELL BTC/USDT,1,0.000001,0.0001,0.00000001,0.00000001,0.00001,0.1,0.00000001,0.000001,0.1,0.00001,0.1,0.00000001,0.000001,0.1
USDT,BTC,AAVE,BUY BTC/USDT,BUY AAVE/BTC,SELL AAVE/USDT,0.00001,0.1,0.00000001,0.000001,0.1,0.001,0.000001,0.0001,0.000001,0.000001,0.001,0.1,0.0001,0.001,0.001
USDT,AAVE,BTC,BUY AAVE/USDT,BUY BTC/AAVE,SELL BTC/USDT,0.001,0.000001,0.0001,0.000001,0.000001,0.00001,0.1,0.00000001,0.000001,0.1,0.00001,0.1,0.00000001,0.000001,0.1
USDT,BTC,BDX,BUY BTC/USDT,BUY BDX/BTC,SELL BDX/USDT,0.00001,0.1,0.00000001,0.000001,0.1,1,0.000001,0.0001,0.000000001,0.000000001,10,0.1,0.0001,0.00001,0.00001
USDT,BDX,BTC,BUY BDX/USDT,BUY BTC/BDX,SELL BTC/USDT,1,0.000001,0.0001,0.000000001,0.000000001,0.00001,0.1,0.00000001,0.000001,0.1,0.00001,0.1,0.00000001,0.000001,0.1
USDT,BTC,TEL,BUY BTC/USDT,BUY TEL/BTC,SELL TEL/USDT,0.00001,0.1,0.00000001,0.000001,0.1,100,0.00001,0.01,0.00000000001,0.00000000001,1000,0.1,1,0.000001,0.000001
USDT,TEL,BTC,BUY TEL/USDT,BUY BTC/TEL,SELL BTC/USDT,100,0.00001,0.01,0.00000000001,0.00000000001,0.00001,0.1,0.00000001,0.000001,0.1,0.00001,0.1,0.00000001,0.000001,0.1
USDT,BTC,BAX,BUY BTC/USDT,BUY BAX/BTC,SELL BAX/USDT,0.00001,0.1,0.00000001,0.000001,0.1,100,0.00001,0.0001,0.000000000001,0.000000000001,1000,0.1,0.0001,0.00000001,0.00000001
USDT,BAX,BTC,BUY BAX/USDT,BUY BTC/BAX,SELL BTC/USDT,100,0.00001,0.0001,0.000000000001,0.000000000001,0.00001,0.1,0.00000001,0.000001,0.1,0.00001,0.1,0.00000001,0.000001,0.1
USDT,BTC,SKL,BUY BTC/USDT,BUY SKL/BTC,SELL SKL/USDT,0.00001,0.1,0.00000001,0.000001,0.1,10,0.000001,0.001,0.0000000001,0.0000000001,1,0.1,0.0001,0.00001,0.00001
USDT,SKL,BTC,BUY SKL/USDT,BUY BTC/SKL,SELL BTC/USDT,10,0.000001,0.001,0.0000000001,0.0000000001,0.00001,0.1,0.00000001,0.000001,0.1,0.00001,0.1,0.00000001,0.000001,0.1
USDT,BTC,DOT,BUY BTC/USDT,BUY DOT/BTC,SELL DOT/USDT,0.00001,0.1,0.00000001,0.000001,0.1,0.01,0.000001,0.0001,0.00000001,0.00000001,0.1,0.1,0.0001,0.0001,0.0001
USDT,DOT,BTC,BUY DOT/USDT,BUY BTC/DOT,SELL BTC/USDT,0.01,0.000001,0.0001,0.00000001,0.00000001,0.00001,0.1,0.00000001,0.000001,0.1,0.00001,0.1,0.00000001,0.000001,0.1
USDT,BTC,DOGE,BUY BTC/USDT,BUY DOGE/BTC,SELL DOGE/USDT,0.00001,0.1,0.00000001,0.000001,0.1,10,0.00001,0.0001,0.000000001,0.000000001,10,0.1,0.0001,0.00001,0.00001
USDT,DOGE,BTC,BUY DOGE/USDT,BUY BTC/DOGE,SELL BTC/USDT,10,0.00001,0.0001,0.000000001,0.000000001,0.00001,0.1,0.00000001,0.000001,0.1,0.00001,0.1,0.00000001,0.000001,0.1
USDT,BTC,BNB,BUY BTC/USDT,BUY BNB/BTC,SELL BNB/USDT,0.00001,0.1,0.00000001,0.000001,0.1,0.001,0.000001,0.0001,0.0000001,0.0000001,0.001,0.1,0.0001,0.001,0.001
USDT,BNB,BTC,BUY BNB/USDT,BUY BTC/BNB,SELL BTC/USDT,0.001,0.000001,0.0001,0.0000001,0.0000001,0.00001,0.1,0.00000001,0.000001,0.1,0.00001,0.1,0.00000001,0.000001,0.1
USDT,BTC,ANKR,BUY BTC/USDT,BUY ANKR/BTC,SELL ANKR/USDT,0.00001,0.1,0.00000001,0.000001,0.1,10,0.00001,0.0001,0.00000001,0.0000000001,1,0.1,0.0001,0.00001,0.00001
USDT,ANKR,BTC,BUY ANKR/USDT,BUY BTC/ANKR,SELL BTC/USDT,10,0.00001,0.0001,0.00000001,0.0000000001,0.00001,0.1,0.00000001,0.000001,0.1,0.00001,0.1,0.00000001,0.000001,0.1
USDT,BTC,KLV,BUY BTC/USDT,BUY KLV/BTC,SELL KLV/USDT,0.00001,0.1,0.00000001,0.000001,0.1,10,0.000001,0.0001,0.00000000001,0.00000000001,10,0.1,0.0001,0.000001,0.000001
USDT,KLV,BTC,BUY KLV/USDT,BUY BTC/KLV,SELL BTC/USDT,10,0.000001,0.0001,0.00000000001,0.00000000001,0.00001,0.1,0.00000001,0.000001,0.1,0.00001,0.1,0.00000001,0.000001,0.1
USDT,DOGE,SHIB,BUY DOGE/USDT,BUY SHIB/DOGE,SELL SHIB/USDT,10,0.1,0.0001,0.00001,0.00001,1000,0.1,0.0001,0.00000001,0.00000001,100000,0.1,0.0001,0.000000001,0.000000001
USDT,SHIB,DOGE,BUY SHIB/USDT,BUY DOGE/SHIB,SELL DOGE/USDT,1000,0.1,0.0001,0.00000001,0.00000001,10,0.1,0.0001,0.00001,0.00001,10,0.1,0.0001,0.00001,0.00001
