A,B,C,Leg1,Step1,MinQty1,MinNotional1,Leg2,Step2,MinQty2,MinNotional2,Leg3,Step3,MinQty3,MinNotional3,Leg1Symbol,Leg1Side,Leg1Base,Leg1Quote,Leg1QtyStep,Leg1QuoteStep,Leg1PriceStep,Leg1MinQty,Leg1MinQuote,Leg1MinNotional,Leg2Symbol,Leg2Side,Leg2Base,Leg2Quote,Leg2QtyStep,Leg2QuoteStep,Leg2PriceStep,Leg2MinQty,Leg2MinQuote,Leg2MinNotional,Leg3Symbol,Leg3Side,Leg3Base,Leg3Quote,Leg3QtyStep,Leg3QuoteStep,Leg3PriceStep,Leg3MinQty,Leg3MinQuote,Leg3MinNotional
USDT,KNC,BTC,BUY KNC/USDT,0.0001,0.1,0.1,SELL KNC/BTC,0.0001,0.1,0.000001,SELL BTC/USDT,0.00000001,0.00001,0.1,KNC-USDT,BUY,KNC,USDT,0.0001,0.0001,0.0001,0.1,0.1,0.1,KNC-BTC,SELL,KNC,BTC,0.0001,0.000000001,0.000000001,0.1,0.00001,0.000001,BTC-USDT,SELL,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1
USDT,KNC,ETH,BUY KNC/USDT,0.0001,0.1,0.1,SELL KNC/ETH,0.0001,0.1,0.00001,SELL ETH/USDT,0.0000001,0.0001,0.1,KNC-USDT,BUY,KNC,USDT,0.0001,0.0001,0.0001,0.1,0.1,0.1,KNC-ETH,SELL,KNC,ETH,0.0001,0.0000001,0.0000001,0.1,0.0001,0.00001,ETH-USDT,SELL,ETH,USDT,0.0000001,0.000001,0.01,0.0001,0.01,0.1
USDT,KRL,BTC,BUY KRL/USDT,0.0001,10,0.1,SELL KRL/BTC,0.0001,10,0.000001,SELL BTC/USDT,0.00000001,0.00001,0.1,KRL-USDT,BUY,KRL,USDT,0.0001,0.00001,0.00001,10,1,0.1,KRL-BTC,SELL,KRL,BTC,0.0001,0.0000000001,0.0000000001,10,0.00001,0.000001,BTC-USDT,SELL,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1
USDT,LINK,BTC,BUY LINK/USDT,0.0001,0.01,0.1,SELL LINK/BTC,0.0001,0.001,0.000001,SELL BTC/USDT,0.00000001,0.00001,0.1,LINK-USDT,BUY,LINK,USDT,0.0001,0.0001,0.0001,0.01,0.1,0.1,LINK-BTC,SELL,LINK,BTC,0.0001,0.00000001,0.00000001,0.001,0.000001,0.000001,BTC-USDT,SELL,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1
USDT,LTC,BTC,BUY LTC/USDT,0.001,0.001,0.1,SELL LTC/BTC,0.001,0.001,0.000001,SELL BTC/USDT,0.00000001,0.00001,0.1,LTC-USDT,BUY,LTC,USDT,0.001,0.01,0.01,0.001,0.1,0.1,LTC-BTC,SELL,LTC,BTC,0.001,0.000001,0.000001,0.001,0.00001,0.000001,BTC-USDT,SELL,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1
USDT,LTC,ETH,BUY LTC/USDT,0.001,0.001,0.1,SELL LTC/ETH,0.001,0.001,0.00001,SELL ETH/USDT,0.0000001,0.0001,0.1,LTC-USDT,BUY,LTC,USDT,0.001,0.01,0.01,0.001,0.1,0.1,LTC-ETH,SELL,LTC,ETH,0.001,0.00001,0.00001,0.001,0.0001,0.00001,ETH-USDT,SELL,ETH,USDT,0.0000001,0.000001,0.01,0.0001,0.01,0.1
USDT,LTC,KCS,BUY LTC/USDT,0.001,0.001,0.1,SELL LTC/KCS,0.001,0.001,0.001,SELL KCS/USDT,0.0001,0.1,0.1,LTC-USDT,BUY,LTC,USDT,0.001,0.01,0.01,0.001,0.1,0.1,LTC-KCS,SELL,LTC,KCS,0.001,0.001,0.001,0.001,0.01,0.001,KCS-USDT,SELL,KCS,USDT,0.0001,0.0001,0.001,0.1,0.1,0.1
USDT,LYX,ETH,BUY LYX/USDT,0.0001,0.1,0.1,SELL LYX/ETH,0.0001,1,0.00001,SELL ETH/USDT,0.0000001,0.0001,0.1,LYX-USDT,BUY,LYX,USDT,0.0001,0.0001,0.0001,0.1,0.1,0.1,LYX-ETH,SELL,LYX,ETH,0.0001,0.0000001,0.0000001,1,0.00001,0.00001,ETH-USDT,SELL,ETH,USDT,0.0000001,0.000001,0.01,0.0001,0.01,0.1
USDT,MANA,ETH,BUY MANA/USDT,0.0001,1,0.1,SELL MANA/ETH,0.0001,1,0.00001,SELL ETH/USDT,0.0000001,0.0001,0.1,MANA-USDT,BUY,MANA,USDT,0.0001,0.00001,0.00001,1,0.1,0.1,MANA-ETH,SELL,MANA,ETH,0.0001,0.0000001,0.0000001,1,0.0001,0.00001,ETH-USDT,SELL,ETH,USDT,0.0000001,0.000001,0.01,0.0001,0.01,0.1
USDT,MANTRA,BTC,BUY MANTRA/USDT,0.1,10,0.1,SELL MANTRA/BTC,1,1,0.000001,SELL BTC/USDT,0.00000001,0.00001,0.1,MANTRA-USDT,BUY,MANTRA,USDT,0.1,0.00001,0.00001,10,0.1,0.1,MANTRA-BTC,SELL,MANTRA,BTC,1,0.0000000001,0.0000000001,1,0.000001,0.000001,BTC-USDT,SELL,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1
USDT,NEAR,BTC,BUY NEAR/USDT,0.0001,0.1,0.1,SELL NEAR/BTC,0.0001,0.1,0.000001,SELL BTC/USDT,0.00000001,0.00001,0.1,NEAR-USDT,BUY,NEAR,USDT,0.0001,0.0001,0.0001,0.1,0.1,0.1,NEAR-BTC,SELL,NEAR,BTC,0.0001,0.00000001,0.00000001,0.1,0.000001,0.000001,BTC-USDT,SELL,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1
USDT,NEO,BTC,BUY NEO/USDT,0.000001,0.001,0.1,SELL NEO/BTC,0.000001,0.001,0.000001,SELL BTC/USDT,0.00000001,0.00001,0.1,NEO-USDT,BUY,NEO,USDT,0.000001,0.000001,0.0001,0.001,0.1,0.1,NEO-BTC,SELL,NEO,BTC,0.000001,0.0000001,0.0000001,0.001,0.00001,0.000001,BTC-USDT,SELL,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1
USDT,NFT,TRX,BUY NFT/USDT,0.0001,100000,0.1,SELL NFT/TRX,0.0001,100000,10,SELL TRX/USDT,0.01,1,0.1,NFT-USDT,BUY,NFT,USDT,0.0001,0.0000000001,0.0000000001,100000,0.1,0.1,NFT-TRX,SELL,NFT,TRX,0.0001,0.000000001,0.000000001,100000,10,10,TRX-USDT,SELL,TRX,USDT,0.01,0.0001,0.0001,1,0.1,0.1
USDT,OGN,BTC,BUY OGN/USDT,0.0001,0.1,0.1,SELL OGN/BTC,0.0001,0.1,0.000001,SELL BTC/USDT,0.00000001,0.00001,0.1,OGN-USDT,BUY,OGN,USDT,0.0001,0.00001,0.00001,0.1,0.1,0.1,OGN-BTC,SELL,OGN,BTC,0.0001,0.000000001,0.000000001,0.1,0.000001,0.000001,BTC-USDT,SELL,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1
USDT,ONE,BTC,BUY ONE/USDT,0.0001,1,0.1,SELL ONE/BTC,0.0001,1,0.000001,SELL BTC/USDT,0.00000001,0.00001,0.1,ONE-USDT,BUY,ONE,USDT,0.0001,0.000001,0.000001,1,0.1,0.1,ONE-BTC,SELL,ONE,BTC,0.0001,0.0000000001,0.0000000001,1,0.000001,0.000001,BTC-USDT,SELL,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1
USDT,ONT,BTC,BUY ONT/USDT,0.0001,0.01,0.1,SELL ONT/BTC,0.0001,0.01,0.000001,SELL BTC/USDT,0.00000001,0.00001,0.1,ONT-USDT,BUY,ONT,USDT,0.0001,0.000001,0.00001,0.01,0.1,0.1,ONT-BTC,SELL,ONT,BTC,0.0001,0.000000001,0.000000001,0.01,0.00001,0.000001,BTC-USDT,SELL,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1
USDT,ONT,ETH,BUY ONT/USDT,0.0001,0.01,0.1,SELL ONT/ETH,0.0001,0.01,0.00001,SELL ETH/USDT,0.0000001,0.0001,0.1,ONT-USDT,BUY,ONT,USDT,0.0001,0.000001,0.00001,0.01,0.1,0.1,ONT-ETH,SELL,ONT,ETH,0.0001,0.00000001,0.00000001,0.01,0.0001,0.00001,ETH-USDT,SELL,ETH,USDT,0.0000001,0.000001,0.01,0.0001,0.01,0.1
USDT,PAXG,BTC,BUY PAXG/USDT,0.0001,0.0001,0.1,SELL PAXG/BTC,0.0001,0.0001,0.000001,SELL BTC/USDT,0.00000001,0.00001,0.1,PAXG-USDT,BUY,PAXG,USDT,0.0001,0.01,0.01,0.0001,0.1,0.1,PAXG-BTC,SELL,PAXG,BTC,0.0001,0.000001,0.000001,0.0001,0.000001,0.000001,BTC-USDT,SELL,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1
USDT,PEPE,KCS,BUY PEPE/USDT,1,100000,0.1,SELL PEPE/KCS,1,100000,0.001,SELL KCS/USDT,0.0001,0.1,0.1,PEPE-USDT,BUY,PEPE,USDT,1,0.000000001,0.000000001,100000,0.1,0.1,PEPE-KCS,SELL,PEPE,KCS,1,0.0000000001,0.0000000001,100000,0.001,0.001,KCS-USDT,SELL,KCS,USDT,0.0001,0.0001,0.001,0.1,0.1,0.1
USDT,POND,BTC,BUY POND/USDT,0.0001,1,0.1,SELL POND/BTC,0.0001,1,0.000001,SELL BTC/USDT,0.00000001,0.00001,0.1,POND-USDT,BUY,POND,USDT,0.0001,0.000001,0.000001,1,0.1,0.1,POND-BTC,SELL,POND,BTC,0.0001,0.0000000001,0.0000000001,1,0.000001,0.000001,BTC-USDT,SELL,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1
USDT,RLC,BTC,BUY RLC/USDT,0.0001,0.1,0.1,SELL RLC/BTC,0.0001,0.1,0.000001,SELL BTC/USDT,0.00000001,0.00001,0.1,RLC-USDT,BUY,RLC,USDT,0.0001,0.0001,0.0001,0.1,0.1,0.1,RLC-BTC,SELL,RLC,BTC,0.0001,0.00000001,0.00000001,0.1,0.000001,0.000001,BTC-USDT,SELL,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1
USDT,RSR,BTC,BUY RSR/USDT,0.0001,10,0.1,SELL RSR/BTC,0.0001,10,0.000001,SELL BTC/USDT,0.00000001,0.00001,0.1,RSR-USDT,BUY,RSR,USDT,0.0001,0.000001,0.000001,10,0.1,0.1,RSR-BTC,SELL,RSR,BTC,0.0001,0.0000000001,0.0000000001,10,0.000001,0.000001,BTC-USDT,SELL,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1
USDT,RUNE,BTC,BUY RUNE/USDT,0.0001,0.1,0.1,SELL RUNE/BTC,0.0001,0.1,0.000001,SELL BTC/USDT,0.00000001,0.00001,0.1,RUNE-USDT,BUY,RUNE,USDT,0.0001,0.0001,0.0001,0.1,0.1,0.1,RUNE-BTC,SELL,RUNE,BTC,0.0001,0.00000001,0.00000001,0.1,0.000001,0.000001,BTC-USDT,SELL,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1
USDT,SCRT,BTC,BUY SCRT/USDT,0.0001,0.1,0.1,SELL SCRT/BTC,0.0001,1,0.000001,SELL BTC/USDT,0.00000001,0.00001,0.1,SCRT-USDT,BUY,SCRT,USDT,0.0001,0.0001,0.0001,0.1,0.1,0.1,SCRT-BTC,SELL,SCRT,BTC,0.0001,0.000000001,0.000000001,1,0.000001,0.000001,BTC-USDT,SELL,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1
USDT,SHIB,DOGE,BUY SHIB/USDT,0.0001,100000,0.1,SELL SHIB/DOGE,0.0001,1000,0.1,SELL DOGE/USDT,0.0001,10,0.1,SHIB-USDT,BUY,SHIB,USDT,0.0001,0.000000001,0.000000001,100000,0.1,0.1,SHIB-DOGE,SELL,SHIB,DOGE,0.0001,0.00000001,0.00000001,1000,0.1,0.1,DOGE-USDT,SELL,DOGE,USDT,0.0001,0.00001,0.00001,10,0.1,0.1
USDT,SNX,BTC,BUY SNX/USDT,0.01,1,0.1,SELL SNX/BTC,0.01,0.01,0.000001,SELL BTC/USDT,0.00000001,0.00001,0.1,SNX-USDT,BUY,SNX,USDT,0.01,0.0001,0.0001,1,0.1,0.1,SNX-BTC,SELL,SNX,BTC,0.01,0.00000001,0.00000001,0.01,0.00001,0.000001,BTC-USDT,SELL,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1
USDT,SNX,ETH,BUY SNX/USDT,0.01,1,0.1,SELL SNX/ETH,0.00000001,0.01,0.00001,SELL ETH/USDT,0.0000001,0.0001,0.1,SNX-USDT,BUY,SNX,USDT,0.01,0.0001,0.0001,1,0.1,0.1,SNX-ETH,SELL,SNX,ETH,0.00000001,0.000001,0.000001,0.01,0.0001,0.00001,ETH-USDT,SELL,ETH,USDT,0.0000001,0.000001,0.01,0.0001,0.01,0.1
USDT,SOL,KCS,BUY SOL/USDT,0.001,0.001,0.1,SELL SOL/KCS,0.001,0.001,0.001,SELL KCS/USDT,0.0001,0.1,0.1,SOL-USDT,BUY,SOL,USDT,0.001,0.01,0.01,0.001,0.1,0.1,SOL-KCS,SELL,SOL,KCS,0.001,0.001,0.001,0.001,0.001,0.001,KCS-USDT,SELL,KCS,USDT,0.0001,0.0001,0.001,0.1,0.1,0.1
USDT,STORJ,ETH,BUY STORJ/USDT,0.0001,1,0.1,SELL STORJ/ETH,0.0001,0.1,0.00001,SELL ETH/USDT,0.0000001,0.0001,0.1,STORJ-USDT,BUY,STORJ,USDT,0.0001,0.0001,0.0001,1,0.1,0.1,STORJ-ETH,SELL,STORJ,ETH,0.0001,0.0000001,0.0000001,0.1,0.00001,0.00001,ETH-USDT,SELL,ETH,USDT,0.0000001,0.000001,0.01,0.0001,0.01,0.1
USDT,STX,BTC,BUY STX/USDT,0.0001,1,0.1,SELL STX/BTC,0.0001,0.1,0.000001,SELL BTC/USDT,0.00000001,0.00001,0.1,STX-USDT,BUY,STX,USDT,0.0001,0.0001,0.0001,1,0.1,0.1,STX-BTC,SELL,STX,BTC,0.0001,0.00000001,0.00000001,0.1,0.000001,0.000001,BTC-USDT,SELL,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1
USDT,SUI,KCS,BUY SUI/USDT,0.1,0.1,0.1,SELL SUI/KCS,0.01,1,0.001,SELL KCS/USDT,0.0001,0.1,0.1,SUI-USDT,BUY,SUI,USDT,0.1,0.0001,0.0001,0.1,0.1,0.1,SUI-KCS,SELL,SUI,KCS,0.01,0.0001,0.0001,1,0.001,0.001,KCS-USDT,SELL,KCS,USDT,0.0001,0.0001,0.001,0.1,0.1,0.1
USDT,TEL,BTC,BUY TEL/USDT,1,1000,0.1,SELL TEL/BTC,0.01,100,0.000001,SELL BTC/USDT,0.00000001,0.00001,0.1,TEL-USDT,BUY,TEL,USDT,1,0.000001,0.000001,1000,0.1,0.1,TEL-BTC,SELL,TEL,BTC,0.01,0.00000000001,0.00000000001,100,0.00001,0.000001,BTC-USDT,SELL,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1
USDT,TEL,ETH,BUY TEL/USDT,1,1000,0.1,SELL TEL/ETH,0.01,100,0.00001,SELL ETH/USDT,0.0000001,0.0001,0.1,TEL-USDT,BUY,TEL,USDT,1,0.000001,0.000001,1000,0.1,0.1,TEL-ETH,SELL,TEL,ETH,0.01,0.0000000001,0.0000000001,100,0.0001,0.00001,ETH-USDT,SELL,ETH,USDT,0.0000001,0.000001,0.01,0.0001,0.01,0.1
USDT,TRAC,BTC,BUY TRAC/USDT,0.0001,1,0.1,SELL TRAC/BTC,0.0001,1,0.000001,SELL BTC/USDT,0.00000001,0.00001,0.1,TRAC-USDT,BUY,TRAC,USDT,0.0001,0.0001,0.0001,1,0.1,0.1,TRAC-BTC,SELL,TRAC,BTC,0.0001,0.00000001,0.00000001,1,0.00001,0.000001,BTC-USDT,SELL,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1
USDT,TRAC,ETH,BUY TRAC/USDT,0.0001,1,0.1,SELL TRAC/ETH,0.0001,1,0.00001,SELL ETH/USDT,0.0000001,0.0001,0.1,TRAC-USDT,BUY,TRAC,USDT,0.0001,0.0001,0.0001,1,0.1,0.1,TRAC-ETH,SELL,TRAC,ETH,0.0001,0.0000001,0.0000001,1,0.0001,0.00001,ETH-USDT,SELL,ETH,USDT,0.0000001,0.000001,0.01,0.0001,0.01,0.1
USDT,TRX,BTC,BUY TRX/USDT,0.01,1,0.1,SELL TRX/BTC,0.01,1,0.000001,SELL BTC/USDT,0.00000001,0.00001,0.1,TRX-USDT,BUY,TRX,USDT,0.01,0.0001,0.0001,1,0.1,0.1,TRX-BTC,SELL,TRX,BTC,0.01,0.000000001,0.000000001,1,0.00001,0.000001,BTC-USDT,SELL,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1
USDT,TRX,ETH,BUY TRX/USDT,0.01,1,0.1,SELL TRX/ETH,0.01,1,0.00001,SELL ETH/USDT,0.0000001,0.0001,0.1,TRX-USDT,BUY,TRX,USDT,0.01,0.0001,0.0001,1,0.1,0.1,TRX-ETH,SELL,TRX,ETH,0.01,0.00000001,0.00000001,1,0.0001,0.00001,ETH-USDT,SELL,ETH,USDT,0.0000001,0.000001,0.01,0.0001,0.01,0.1
USDT,TRX,KLV,BUY TRX/USDT,0.01,1,0.1,BUY KLV/TRX,0.0001,1,10,SELL KLV/USDT,0.0001,10,0.1,TRX-USDT,BUY,TRX,USDT,0.01,0.0001,0.0001,1,0.1,0.1,KLV-TRX,BUY,KLV,TRX,0.0001,0.00001,0.00001,1,10,10,KLV-USDT,SELL,KLV,USDT,0.0001,0.000001,0.000001,10,0.1,0.1
USDT,TRX,NFT,BUY TRX/USDT,0.01,1,0.1,BUY NFT/TRX,0.0001,100000,10,SELL NFT/USDT,0.0001,100000,0.1,TRX-USDT,BUY,TRX,USDT,0.01,0.0001,0.0001,1,0.1,0.1,NFT-TRX,BUY,NFT,TRX,0.0001,0.000000001,0.000000001,100000,10,10,NFT-USDT,SELL,NFT,USDT,0.0001,0.0000000001,0.0000000001,100000,0.1,0.1
USDT,TRX,WIN,BUY TRX/USDT,0.01,1,0.1,BUY WIN/TRX,0.0001,10000,10,SELL WIN/USDT,0.0001,1000,0.1,TRX-USDT,BUY,TRX,USDT,0.01,0.0001,0.0001,1,0.1,0.1,WIN-TRX,BUY,WIN,TRX,0.0001,0.0000001,0.0000001,10000,10,10,WIN-USDT,SELL,WIN,USDT,0.0001,0.00000001,0.00000001,1000,0.1,0.1
USDT,TWT,BTC,BUY TWT/USDT,0.0001,0.1,0.1,SELL TWT/BTC,0.0001,0.1,0.000001,SELL BTC/USDT,0.00000001,0.00001,0.1,TWT-USDT,BUY,TWT,USDT,0.0001,0.0001,0.0001,0.1,0.1,0.1,TWT-BTC,SELL,TWT,BTC,0.0001,0.00000001,0.00000001,0.1,0.000001,0.000001,BTC-USDT,SELL,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1
USDT,VET,BTC,BUY VET/USDT,0.1,10,0.1,SELL VET/BTC,0.001,10,0.000001,SELL BTC/USDT,0.00000001,0.00001,0.1,VET-USDT,BUY,VET,USDT,0.1,0.00001,0.00001,10,0.1,0.1,VET-BTC,SELL,VET,BTC,0.001,0.0000000001,0.0000000001,10,0.00001,0.000001,BTC-USDT,SELL,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1
USDT,VET,ETH,BUY VET/USDT,0.1,10,0.1,SELL VET/ETH,0.0001,10,0.00001,SELL ETH/USDT,0.0000001,0.0001,0.1,VET-USDT,BUY,VET,USDT,0.1,0.00001,0.00001,10,0.1,0.1,VET-ETH,SELL,VET,ETH,0.0001,0.0000001,0.00000001,10,0.0001,0.00001,ETH-USDT,SELL,ETH,USDT,0.0000001,0.000001,0.01,0.0001,0.01,0.1
USDT,VSYS,BTC,BUY VSYS/USDT,1,0.1,0.1,SELL VSYS/BTC,1,0.1,0.000001,SELL BTC/USDT,0.00000001,0.00001,0.1,VSYS-USDT,BUY,VSYS,USDT,1,0.0000001,0.0000001,0.1,0.1,0.1,VSYS-BTC,SELL,VSYS,BTC,1,0.000000000001,0.000000000001,0.1,0.00001,0.000001,BTC-USDT,SELL,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1
USDT,WAN,BTC,BUY WAN/USDT,0.0001,0.1,0.1,SELL WAN/BTC,0.0001,0.1,0.000001,SELL BTC/USDT,0.00000001,0.00001,0.1,WAN-USDT,BUY,WAN,USDT,0.0001,0.00001,0.00001,0.1,0.00000001,0.1,WAN-BTC,SELL,WAN,BTC,0.0001,0.000000001,0.000000001,0.1,0.00001,0.000001,BTC-USDT,SELL,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1
USDT,WAVES,BTC,BUY WAVES/USDT,0.0001,0.01,0.1,SELL WAVES/BTC,0.0001,0.01,0.000001,SELL BTC/USDT,0.00000001,0.00001,0.1,WAVES-USDT,BUY,WAVES,USDT,0.0001,0.0001,0.0001,0.01,0.1,0.1,WAVES-BTC,SELL,WAVES,BTC,0.0001,0.00000001,0.00000001,0.01,0.000001,0.000001,BTC-USDT,SELL,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1
USDT,WBTC,BTC,BUY WBTC/USDT,0.0001,0.00001,0.1,SELL WBTC/BTC,0.0001,0.0001,0.000001,SELL BTC/USDT,0.00000001,0.00001,0.1,WBTC-USDT,BUY,WBTC,USDT,0.0001,0.01,0.01,0.00001,0.1,0.1,WBTC-BTC,SELL,WBTC,BTC,0.0001,0.00001,0.00001,0.0001,0.0001,0.000001,BTC-USDT,SELL,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1
USDT,WIN,BTC,BUY WIN/USDT,0.0001,1000,0.1,SELL WIN/BTC,0.0001,1000,0.000001,SELL BTC/USDT,0.00000001,0.00001,0.1,WIN-USDT,BUY,WIN,USDT,0.0001,0.00000001,0.00000001,1000,0.1,0.1,WIN-BTC,SELL,WIN,BTC,0.0001,0.000000000001,0.000000000001,1000,0.000001,0.000001,BTC-USDT,SELL,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1
USDT,WIN,TRX,BUY WIN/USDT,0.0001,1000,0.1,SELL WIN/TRX,0.0001,10000,10,SELL TRX/USDT,0.01,1,0.1,WIN-USDT,BUY,WIN,USDT,0.0001,0.00000001,0.00000001,1000,0.1,0.1,WIN-TRX,SELL,WIN,TRX,0.0001,0.0000001,0.0000001,10000,10,10,TRX-USDT,SELL,TRX,USDT,0.01,0.0001,0.0001,1,0.1,0.1
USDT,XDC,BTC,BUY XDC/USDT,0.0001,1,0.1,SELL XDC/BTC,0.0001,10,0.000001,SELL BTC/USDT,0.00000001,0.00001,0.1,XDC-USDT,BUY,XDC,USDT,0.0001,0.00001,0.00001,1,0.1,0.1,XDC-BTC,SELL,XDC,BTC,0.0001,0.000000001,0.000000001,10,0.000001,0.000001,BTC-USDT,SELL,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1
USDT,XDC,ETH,BUY XDC/USDT,0.0001,1,0.1,SELL XDC/ETH,0.0001,1,0.00001,SELL ETH/USDT,0.0000001,0.0001,0.1,XDC-USDT,BUY,XDC,USDT,0.0001,0.00001,0.00001,1,0.1,0.1,XDC-ETH,SELL,XDC,ETH,0.0001,0.00000001,0.00000001,1,0.00001,0.00001,ETH-USDT,SELL,ETH,USDT,0.0000001,0.000001,0.01,0.0001,0.01,0.1
USDT,XLM,BTC,BUY XLM/USDT,0.01,1,0.1,SELL XLM/BTC,0.0001,0.1,0.000001,SELL BTC/USDT,0.00000001,0.00001,0.1,XLM-USDT,BUY,XLM,USDT,0.01,0.0001,0.0001,1,0.1,0.1,XLM-BTC,SELL,XLM,BTC,0.0001,0.000000001,0.000000001,0.1,0.00001,0.000001,BTC-USDT,SELL,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1
USDT,XLM,ETH,BUY XLM/USDT,0.01,1,0.1,SELL XLM/ETH,0.0001,0.1,0.00001,SELL ETH/USDT,0.0000001,0.0001,0.1,XLM-USDT,BUY,XLM,USDT,0.01,0.0001,0.0001,1,0.1,0.1,XLM-ETH,SELL,XLM,ETH,0.0001,0.0000001,0.00000001,0.1,0.0001,0.00001,ETH-USDT,SELL,ETH,USDT,0.0000001,0.000001,0.01,0.0001,0.01,0.1
USDT,XMR,BTC,BUY XMR/USDT,0.001,0.001,0.1,SELL XMR/BTC,0.001,0.001,0.000001,SELL BTC/USDT,0.00000001,0.00001,0.1,XMR-USDT,BUY,XMR,USDT,0.001,0.01,0.01,0.001,1,0.1,XMR-BTC,SELL,XMR,BTC,0.001,0.000001,0.000001,0.001,0.00001,0.000001,BTC-USDT,SELL,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1
USDT,XMR,ETH,BUY XMR/USDT,0.001,0.001,0.1,SELL XMR/ETH,0.001,0.001,0.00001,SELL ETH/USDT,0.0000001,0.0001,0.1,XMR-USDT,BUY,XMR,USDT,0.001,0.01,0.01,0.001,1,0.1,XMR-ETH,SELL,XMR,ETH,0.001,0.00001,0.00001,0.001,0.0001,0.00001,ETH-USDT,SELL,ETH,USDT,0.0000001,0.000001,0.01,0.0001,0.01,0.1
USDT,XRP,BTC,BUY XRP/USDT,0.0001,0.1,0.1,SELL XRP/BTC,0.0001,0.1,0.000001,SELL BTC/USDT,0.00000001,0.00001,0.1,XRP-USDT,BUY,XRP,USDT,0.0001,0.000001,0.00001,0.1,0.1,0.1,XRP-BTC,SELL,XRP,BTC,0.0001,0.00000001,0.00000001,0.1,0.00001,0.000001,BTC-USDT,SELL,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1
USDT,XRP,ETH,BUY XRP/USDT,0.0001,0.1,0.1,SELL XRP/ETH,0.0001,0.1,0.00001,SELL ETH/USDT,0.0000001,0.0001,0.1,XRP-USDT,BUY,XRP,USDT,0.0001,0.000001,0.00001,0.1,0.1,0.1,XRP-ETH,SELL,XRP,ETH,0.0001,0.0000001,0.0000001,0.1,0.0001,0.00001,ETH-USDT,SELL,ETH,USDT,0.0000001,0.000001,0.01,0.0001,0.01,0.1
USDT,XRP,KCS,BUY XRP/USDT,0.0001,0.1,0.1,SELL XRP/KCS,0.0001,0.1,0.001,SELL KCS/USDT,0.0001,0.1,0.1,XRP-USDT,BUY,XRP,USDT,0.0001,0.000001,0.00001,0.1,0.1,0.1,XRP-KCS,SELL,XRP,KCS,0.0001,0.0001,0.00001,0.1,0.01,0.001,KCS-USDT,SELL,KCS,USDT,0.0001,0.0001,0.001,0.1,0.1,0.1
USDT,XTZ,BTC,BUY XTZ/USDT,0.01,0.1,0.1,SELL XTZ/BTC,0.0001,0.1,0.000001,SELL BTC/USDT,0.00000001,0.00001,0.1,XTZ-USDT,BUY,XTZ,USDT,0.01,0.0001,0.0001,0.1,0.1,0.1,XTZ-BTC,SELL,XTZ,BTC,0.0001,0.00000001,0.00000001,0.1,0.000001,0.000001,BTC-USDT,SELL,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1
USDT,XYO,BTC,BUY XYO/USDT,0.0001,10,0.1,SELL XYO/BTC,0.0001,10,0.000001,SELL BTC/USDT,0.00000001,0.00001,0.1,XYO-USDT,BUY,XYO,USDT,0.0001,0.000001,0.000001,10,0.1,0.1,XYO-BTC,SELL,XYO,BTC,0.0001,0.00000001,0.0000000001,10,0.00001,0.000001,BTC-USDT,SELL,BTC,USDT,0.00000001,0.000001,0.1,0.00001,0.1,0.1
